,Name,Type,Consistent,Bright,Evolves,Dynamic,Consistency,Brightness,Evolution,Dynamics,OscillatorWaveShape,OscillatorOct,OscillatorSemi,OscillatorDetune,FilterCutoffFrequency,FilterLFOCutoffMod,FilterEnvCutoffMod,LFOSpeed,LFOFadeIn,OscillatorWaveShape2,OscillatorOct2,OscillatorSemi2,OscillatorDetune2,AttackTime,DecayTime,SustainLevel,SustainTime,ReleaseTime,AttackTime2,DecayTime2,SustainLevel2,SustainTime2,ReleaseTime2,VibratoSpeed,VibratoAmount,KeyboardUnison,KeyboardUnisonToggle,KeyboardDetune
62,17_05_Pluck_04,Pluck,False,False,False,True,0.1,0.1,0.4,0.7,1,1,0,0.293650806,0.3188272715,0.4437084198,0.6058038473,0.3046875,0,0,1,0,0.7061553001,0,0.5637511015,0.5968256593,1,0.7100608945,0,0.5636363626,0.5090909004,1,0.7100608945,0.53125,0.6171875,0,true,0.390625
63,04_05_Pluck_07,Pluck,False,True,True,False,0.0,0.6,0.9,0.3,1,1,0,0.2698412836,0.7380952239,0,0.6380457878,0.7142857313,0,0,2,0,0.7380475998,0,0.3998488486,0.5067195296,1,0.3272727132,0,0.4727272689,0.5090909004,1,0.3270148933,0.6898656487,0.6899999976,0,true,0.4569999874
64,18_05_Bass_13,Bass,True,False,False,False,0.8,0.0,0.3,0.3,0,-3,0,0.3845299482,0.190476194,0.4090722799,0.4790773392,0.6825397015,0,1,-2,0,0.6154700518,0.530426681,0.5053377151,0.3359375,1,0.6095587611,0.530426681,0.5053377151,0.3373434544,1,0.6095587611,0.1984375268,0.2800000012,0,true,0.1480000019
65,17_05_Pluck_28,Pluck,True,False,True,True,0.6,0.1,0.7,0.8,1,1,0,0.3615562618,0.3837701678,0,0.6276510954,0.7142857313,0,0,2,0,0.6384437084,0,0.6018733978,0.6270637512,1,0.728772521,0,0.6018733978,0.6270637512,1,0.728772521,0.2900240421,0.3700000048,0,true,0.1629999876
66,18_05_Lead_18,Lead,True,False,True,False,1.0,0.4,0.2,1.0,1,0,0,0.5,0.6549663544,0.374538064,0.7047610879,0.267878592,0,1,0,0,0.5,0.5392264724,0.6489471197,0.9395236969,1,0.8254743814,0.5392264724,0.6489471197,0.9395236969,1,0.8254743814,0,0,0,true,0
67,18_05_Bass_09,Bass,False,False,True,False,0.3,0.4,0.2,1.0,0,-3,0,0.3197224438,0.6549663544,0.374538064,0.7047610879,0.267878592,0,1,-2,0,0.680277586,0.5392264724,0.6489471197,0.9395236969,1,0.8254743814,0.5392264724,0.6489471197,0.9395236969,1,0.8254743814,0.5234375,0.421875,0,true,0.2890625
68,04_05_808_01,808,False,False,False,False,0.3,0.2,0.0,0.0,0,-3,0,0.7020726204,0.4603174627,0,0.6380457878,0.5,0,0,-2,0,0.3215810061,0,0.3998488486,0.3671091199,1,0.3099362254,0,0.400000006,0.3636363745,1,0.3090909123,0.5761497021,0.5899999738,0,true,0.5024999976
69,17_05_Pluck_08,Pluck,False,False,True,True,0.3,0.3,1.0,1.0,1,1,0,0.3220486939,0.5896722674,1,0.6661021113,0.8333333135,0,0,2,0,0.6779513359,0.07272727042,0.6328125,0.8588886261,1,0.7638876438,0.07278963178,0.6328125,0.8588886261,1,0.7636363506,0.4375,0.5390625,0,true,0.28125
70,17_05_Pluck_24,Pluck,True,False,True,False,1.0,0.4,0.9,0.4,1,1,0,0.4365079403,0.6428571343,0,0.6380457878,0.7460317612,0,0,2,0,0.5645497441,0,0.5289980173,0.3770309985,1,0.6423984766,0,0.5289980173,0.3770309985,1,0.6423984766,0.6898656487,0.6899999976,0,true,0.4569999874
71,17_05_808_20,808,True,False,False,True,0.8,0.2,0.4,0.9,0,-3,0,0.3845299482,0.5238095522,0.4492149055,0.71875,0.7142857313,0,0,-2,0,0.6154700518,0.0390625,0.6241402626,0.6774606705,1,0.734375,0,0.6241402626,0.6774606705,1,0.7344049811,0.1984375268,0.2800000012,0,true,0.1480000019
72,18_05_Lead_02,Lead,False,False,False,False,0.4,0.3,0.2,0.1,1,0,0,0.3292174935,0.5556235909,0.374538064,0.4436859488,0.2460317463,0,1,0,0,0.6707825065,0.09765061736,0.4722285271,0.0892970562,1,0.4876755178,0.09765061736,0.4722285271,0.0892970562,1,0.4876755178,0.390625,0.4453125,0,true,0.2349999994
73,18_05_Lead_14,Lead,True,False,False,False,0.7,0.3,0.2,0.1,1,0,0,0.3741694093,0.5556235909,0.374538064,0.4436859488,0.2460317463,0,1,0,0,0.6258305907,0.09765061736,0.4722285271,0.0892970562,1,0.4876755178,0.09765061736,0.4722285271,0.0892970562,1,0.4876755178,0.2289663404,0.3199999928,0,true,0.2349999994
74,17_05_Pluck_32,Pluck,True,True,False,False,0.6,0.6,0.0,1.0,1,1,0,0.3615562618,0.7505584955,0,0.6607554555,0,0,0,2,0,0.6384437084,0,0.6328125,0.8185710907,1,0.7638876438,0,0.4727272689,0.5090909004,1,0.3270148933,0.2900240421,0.3700000048,0,true,0.1639999896
75,17_05_808_36,808,True,True,True,False,0.9,0.9,0.9,0.4,0,-3,0,0.3959167004,0.951325357,0.9482678175,0.6380457878,0.764888525,0,0,-2,0,0.6040832996,0,0.5091430545,0.3770309985,1,0.6400341392,0,0.5091430545,0.3770309985,1,0.6400341392,0.1577323675,0.2399999946,0,true,0.1379999965
76,17_05_808_37,808,True,True,True,False,0.6,0.7,0.5,0.3,0,-3,0,0.3615562618,0.796279192,0.5797837377,0.4804424644,0.473508954,0,0,-2,0,0.6384437084,0,0.4915306568,0.307577759,1,0.6244754791,0,0.4915306568,0.307577759,1,0.6244754791,0.2900240421,0.3599999845,0,true,0.1679999828
77,17_05_Pluck_33,Pluck,True,True,False,True,1.0,1.0,0.1,0.9,1,1,0,0.4711324871,0.9928737879,0,0.6380457878,0.7142857313,0,0,2,0,0.5288674831,0.02256944403,0.6231344938,0.7177782655,1,0.7371788621,0,0.4727272689,0.5090909004,1,0.3270148933,0.0546875,0.125,0,true,0.0546875
78,18_05_Lead_15,Lead,True,False,False,False,0.9,0.2,0.1,0.4,1,0,0,0.400000006,0.5071793199,0.2934673131,0.5072969198,0.1183643416,0,1,0,0,0.6000000238,0.292507261,0.5395618081,0.3869529068,1,0.6447850466,0.09765061736,0.4722285271,0.0892970562,1,0.4876755178,0.1577323675,0.2299999893,0,true,0.1199999973
79,18_05_Lead_03,Lead,False,False,False,False,0.3,0.2,0.1,0.4,1,0,0,0.3151577115,0.5071793199,0.2934673131,0.5072969198,0.1183643416,0,1,0,0,0.6848422885,0.292507261,0.5395618081,0.3869529068,1,0.6447850466,0.09765061736,0.4722285271,0.0892970562,1,0.4876755178,0.4630208313,0.5199999809,0,true,0.3189999759
80,17_05_808_21,808,False,True,False,False,0.3,0.6,0.5,0.3,0,-3,0,0.1984127015,0.7705471516,0.5,0.6380457878,0.3492063582,0,0,-2,0,0.8013857007,0,0.3998488486,0.3671091199,1,0.5968104601,0,0.400000006,0.3636363745,1,0.5968104601,0.609375,0.6484375,0,true,0.46875
81,17_05_Pluck_25,Pluck,True,False,True,True,0.8,0.4,0.9,0.8,1,1,0,0.3888888955,0.65625,0,0.6380457878,0.7142857313,0,0,2,0,0.6118034124,0.02256944403,0.5793889761,0.6673812866,1,0.7243410349,0.05818378925,0.4577021301,0.6673812866,1,0.7243410349,0.218790099,0.2999999821,0,true,0.1449999958
82,17_05_Pluck_09,Pluck,False,True,False,False,0.3,0.5,0.5,0.3,1,1,0,0.1984127015,0.7147207856,0.5441191196,0.6380457878,0.3492063582,0,0,2,0,0.8013857007,0,0.3998488486,0.3671091199,1,0.3099362254,0,0.400000006,0.3636363745,1,0.3090909123,0.609375,0.6484375,0,true,0.46875
83,18_05_Bass_08,Bass,False,False,True,False,0.3,0.4,0.7,0.4,0,-3,0,0.3220486939,0.6746031642,0.364534229,0.5139184594,0.2367373705,0,1,-2,0,0.6779513359,0.5860513449,0.5318486691,0.3869529068,1,0.6391475797,0.5860513449,0.5318486691,0.3869529068,1,0.6391475797,0.4426682889,0.5799999833,0,true,0.2800000012
84,17_05_Pluck_29,Pluck,True,True,False,False,0.7,0.8,0.3,0.2,1,1,0,0.3741694093,0.8843950033,0.4060686231,0.4676804543,0.6904963255,0,0,2,0,0.6258305907,0.02256944403,0.4776254296,0.2182816863,1,0.5925987363,0,0.4727272689,0.5090909004,1,0.3270148933,0.2594952285,0.3400000036,0,true,0.1569999903
85,04_05_Pluck_06,Pluck,False,True,False,True,0.1,0.7,0.1,1.0,1,1,0,0.3107030392,0.7833142281,0,0.6380457878,0.1495069712,0,0,2,0,0.6892969608,0,0.5637511015,0.5067195296,1,0.7638876438,0,0.5636363626,0.5090909004,1,0.7636363506,0.328125,0.4140625,0,true,0.40625
86,18_05_Bass_12,Bass,False,False,True,True,0.1,0.1,0.6,0.5,0,-3,0,0.2483388484,0.4047619104,0.6568347216,0.5649433136,0.5702064037,0,1,-2,0,0.7516611814,0.3648379445,0.5747415423,0.476249963,1,0.661514163,0.3648379445,0.5747415423,0.476249963,1,0.661514163,0.5234375,0.5546875,0,true,0.3671875
87,17_05_Pluck_05,Pluck,False,False,True,False,0.1,0.0,0.9,0.1,1,1,0,0.2380952388,0.3182159066,0.97447294,0.4365967512,0.8174602985,0,0,2,0,0.7614064217,0.05454545468,0.5090909004,0.0892970562,1,0.5272122622,0.05818378925,0.4660507441,0.0892970562,1,0.5272727013,0.5234375,0.5859375,0,true,0.40625
88,17_05_808_01,808,False,False,False,False,0.1,0.1,0.0,0.0,0,-3,0,0.7539682388,0.3571428657,0,0.4212583005,0,0,0,-2,0,0.2460317463,0,0.3998488486,0.3671091199,1,0.3099362254,0,0.400000006,0.3636363745,1,0.3090909123,0.546875,0.6484375,0,true,0.4375
89,17_05_Pluck_13,Pluck,False,True,True,False,0.5,0.6,0.5,0.3,1,1,0,0.3556624353,0.7575032711,0.5,0.6380457878,0.7523537874,0,0,2,0,0.6443375349,0,0.5074954629,0.2976558805,1,0.6141168475,0,0.5074954629,0.2976558805,1,0.6141168475,0.3103765845,0.3899999857,0,true,0.1799999923
90,17_05_808_17,808,True,False,False,False,0.9,0.4,0.1,0.0,0,-3,0,0.4047619104,0.6677320004,0.2218272537,0.578125,0.1183643416,0,0,-2,0,0.5957427025,0.03125,0.3711843193,0.05953136832,1,0.3998488486,0,0.3711843193,0.05953136832,1,0.400000006,0.171875,0.2099999934,0,true,0.1328125
91,17_05_808_40,808,True,True,True,True,1.0,0.9,0.8,0.8,0,-3,0,0.4591751695,0.9111388922,0.8502861261,0.6332166195,0.6637080908,0,0,-2,0,0.5408248305,0.04163748026,0.6018733978,0.6673812866,1,0.7243410349,0.04163748026,0.6018733978,0.6673812866,1,0.7243410349,0.09667469561,0.1400000006,0,true,0.07999999821
92,18_05_Bass_04,Bass,False,False,False,True,0.4,0.3,0.4,0.7,0,-3,0,0.3316749334,0.5618281364,0.4546667039,0.6078828573,0.3060030341,0,1,-2,0,0.6683250666,0.4238993227,0.5938929319,0.5968256593,1,0.707547307,0.4909090996,0.7454545498,0.8588886261,1,0.6363636255,0.3816106021,0.4499999881,0,true,0.2199999988
93,17_05_Pluck_18,Pluck,True,False,False,True,0.8,0.4,0.4,0.5,1,1,0,0.3888888955,0.6666666865,0.4492149055,0.71875,0.7142857313,0,0,2,0,0.6118034124,0,0.5718053579,0.5067195296,1,0.6777035594,0,0.5718053579,0.5090909004,1,0.6777035594,0.1882611811,0.2599999905,0,true,0.1449999958
94,04_05_808_07,808,False,True,True,False,0.0,0.6,0.9,0.3,0,-3,0,0.2698412836,0.7380952239,0,0.6380457878,0.7142857313,0,0,-2,0,0.7380475998,0,0.3998488486,0.5067195296,1,0.3272727132,0,0.4727272689,0.5090909004,1,0.3270148933,0.6898656487,0.6899999976,0,true,0.4569999874
95,17_05_Pluck_22,Pluck,True,False,True,False,0.9,0.3,0.7,0.3,1,1,0,0.4047619104,0.5634920597,0.722382009,0.6380457878,0.6031746268,0,0,2,0,0.5957427025,0,0.5087379217,0.3472653329,1,0.6293501854,0,0.5087379217,0.3472653329,1,0.6293501854,0.15625,0.2265625,0,true,0.140625
96,18_05_Lead_04,Lead,False,False,False,True,0.4,0.3,0.4,0.7,1,0,0,0.3316749334,0.5618281364,0.4546667039,0.6078828573,0.3060030341,0,1,0,0,0.6683250666,0.4238993227,0.5938929319,0.5968256593,1,0.707547307,0.4909090996,0.7454545498,0.8588886261,1,0.6363636255,0.3816106021,0.4499999881,0,true,0.2199999988
97,18_05_Lead_12,Lead,False,False,True,True,0.1,0.1,0.6,0.5,1,0,0,0.2483388484,0.4047619104,0.6568347216,0.5649433136,0.5702064037,0,1,0,0,0.7516611814,0.3648379445,0.5747415423,0.476249963,1,0.661514163,0.3648379445,0.5747415423,0.476249963,1,0.661514163,0.5234375,0.5546875,0,true,0.3671875
98,17_05_Pluck_34,Pluck,True,True,False,True,0.8,0.9,0.3,0.8,1,1,0,0.3845299482,0.9693186283,0.4090722799,0.6276510954,0.6841570139,0,0,2,0,0.6154700518,0,0.6018733978,0.6673812866,1,0.7197589874,0,0.4727272689,0.5090909004,1,0.3270148933,0.2086137533,0.2800000012,0,true,0.148999989
99,17_05_808_30,808,True,True,False,False,0.6,0.8,0.4,0.3,0,-3,0,0.3677124381,0.8422288895,0.462713778,0.6380457878,0.327390641,0,0,-2,0,0.6322875619,0,0.5005908012,0.2480466217,1,0.6105094552,0,0.5005908012,0.2480466217,1,0.6105094552,0.2798478007,0.3700000048,0,true,0.1640625
100,18_05_Bass_03,Bass,False,False,False,False,0.3,0.2,0.1,0.4,0,-3,0,0.3151577115,0.5071793199,0.2934673131,0.5072969198,0.1183643416,0,1,-2,0,0.6848422885,0.292507261,0.5395618081,0.3869529068,1,0.6447850466,0.09765061736,0.4722285271,0.0892970562,1,0.4876755178,0.4630208313,0.5199999809,0,true,0.3189999759
101,17_05_808_10,808,False,True,False,False,0.3,0.6,0.5,0.3,0,-3,0,0.1984127015,0.7395293117,0.5,0.6380457878,0.3492063582,0,0,-2,0,0.8013857007,0,0.3998488486,0.3671091199,1,0.5968104601,0,0.400000006,0.3636363745,1,0.5968104601,0.609375,0.6484375,0,true,0.46875
102,17_05_Pluck_14,Pluck,False,True,True,False,0.5,0.7,0.5,0.3,1,1,0,0.334168762,0.788167119,0.6072223783,0.6380457878,0.4936411679,0,0,2,0,0.6658312082,0,0.4776254296,0.2282035798,1,0.5947558284,0,0.4776254296,0.2282035798,1,0.5947558284,0.3612580001,0.4199999869,0,true,0.1989999861
103,17_05_808_06,808,False,False,True,False,0.1,0.3,0.9,0.1,0,-3,0,0.2380952388,0.5277200341,0.9348963499,0.59375,0.8015872836,0,0,-2,0,0.7614064217,0.1090909094,0.4601822793,0.06945326179,1,0.4570820928,0.108465828,0.4601822793,0.06945326179,1,0.4570820928,0.5761497021,0.6399999857,0,true,0.40625
104,17_05_Pluck_02,Pluck,False,False,False,False,0.1,0.0,0.0,0.7,1,1,0,0.7539682388,0.21875,0,0.765625,0,0,0,2,0,0.2460317463,0,0.3998488486,0.3671091199,1,0.3099362254,0,0.400000006,0.3636363745,1,0.3090909123,0.5761497021,0.6399999857,0,true,0.3799999952
105,04_05_Pluck_01,Pluck,False,False,False,False,0.3,0.2,0.0,0.0,1,1,0,0.7020726204,0.4603174627,0,0.6380457878,0.5,0,0,2,0,0.3215810061,0,0.3998488486,0.3671091199,1,0.3099362254,0,0.400000006,0.3636363745,1,0.3090909123,0.5761497021,0.5899999738,0,true,0.5024999976
106,18_05_Bass_15,Bass,True,False,False,False,0.9,0.2,0.1,0.4,0,-3,0,0.400000006,0.5071793199,0.2934673131,0.5072969198,0.1183643416,0,1,-2,0,0.6000000238,0.292507261,0.5395618081,0.3869529068,1,0.6447850466,0.09765061736,0.4722285271,0.0892970562,1,0.4876755178,0.1577323675,0.2299999893,0,true,0.1199999973
107,18_05_Lead_08,Lead,False,False,True,False,0.3,0.4,0.7,0.4,1,0,0,0.3220486939,0.6746031642,0.364534229,0.5139184594,0.2367373705,0,1,0,0,0.6779513359,0.5860513449,0.5318486691,0.3869529068,1,0.6391475797,0.5860513449,0.5318486691,0.3869529068,1,0.6391475797,0.4426682889,0.5799999833,0,true,0.2800000012
108,17_05_Pluck_38,Pluck,True,True,True,True,0.8,0.9,1.0,1.0,1,1,0,0.3845299482,0.9693186283,1,0.6862202883,0.8226940632,0,0,2,0,0.6154700518,0,0.6328125,0.889126718,1,0.7692767382,0,0.6328125,0.889126718,1,0.7692767382,0.2086137533,0.2899999917,0,true,0.1480000019
109,17_05_Pluck_39,Pluck,True,True,True,True,0.6,1.0,0.7,0.7,1,1,0,0.3615562618,0.9964368939,1,0.6153401732,0.8255981207,0,0,2,0,0.6384437084,0,0.5917359591,0.6169843674,1,0.7117366791,0,0.5917359591,0.6169843674,1,0.7117366791,0.2900240421,0.3700000048,0,true,0.1670000106
110,18_05_Lead_09,Lead,False,False,True,False,0.3,0.4,0.2,1.0,1,0,0,0.3197224438,0.6549663544,0.374538064,0.7047610879,0.267878592,0,1,0,0,0.680277586,0.5392264724,0.6489471197,0.9395236969,1,0.8254743814,0.5392264724,0.6489471197,0.9395236969,1,0.8254743814,0.5234375,0.421875,0,true,0.2890625
111,18_05_Bass_14,Bass,True,False,False,False,0.7,0.3,0.2,0.1,0,-3,0,0.3741694093,0.5556235909,0.374538064,0.4436859488,0.2460317463,0,1,-2,0,0.6258305907,0.09765061736,0.4722285271,0.0892970562,1,0.4876755178,0.09765061736,0.4722285271,0.0892970562,1,0.4876755178,0.2289663404,0.3199999928,0,true,0.2349999994
112,17_05_Pluck_03,Pluck,False,False,False,True,0.1,0.1,0.2,0.7,1,1,0,0.2619047761,0.3888888955,0.3810428679,0.5913467407,0.2367373705,0,0,2,0,0.7380475998,0,0.5454545617,0.4545454681,1,0.7013787031,0,0.5272727013,0.4909090996,1,0.7013787031,0.5244606733,0.6499999762,0,true,0.4099999964
113,17_05_808_07,808,False,False,True,True,0.2,0.3,0.8,1.0,0,-3,0,0.3015873134,0.6258038878,0.8502861261,0.6661021113,0.6666666865,0,0,-2,0,0.6979057193,0.07272727042,0.633284688,0.8588886261,1,0.7638876438,0.07278963178,0.633284688,0.8588886261,1,0.7636363506,0.4921875,0.5390625,0,true,0.375
114,17_05_Pluck_15,Pluck,True,False,False,False,0.9,0.4,0.0,0.2,1,1,0,0.3919876516,0.6336382627,0.1568646729,0.6380457878,0.5,0,0,1,0,0.6080123186,0,0.4776254296,0.1289846301,1,0.5436624289,0,0.4776254296,0.1289846301,1,0.5436624289,0.1780849397,0.25,0,true,0.1439999938
115,17_05_808_11,808,False,True,False,True,0.1,0.8,0.2,0.6,0,-3,0,0.2857142985,0.8174602985,0.3507834375,0.5813699365,0.2142857164,0,0,-2,0,0.7140872478,0.09090909362,0.5793889761,0.5565080643,1,0.6860972643,0.08589914441,0.5793889761,0.5565080643,1,0.6860972643,0.5078125,0.6484375,0,true,0.40625
116,18_05_Bass_02,Bass,False,False,False,False,0.4,0.3,0.2,0.1,0,-3,0,0.3292174935,0.5556235909,0.374538064,0.4436859488,0.2460317463,0,1,-2,0,0.6707825065,0.09765061736,0.4722285271,0.0892970562,1,0.4876755178,0.09765061736,0.4722285271,0.0892970562,1,0.4876755178,0.390625,0.4453125,0,true,0.2349999994
117,17_05_808_31,808,True,True,False,False,0.8,0.9,0.1,0.0,0,-3,0,0.3845299482,0.9143806696,0.2976469994,0.408511281,0.1183643416,0,0,-2,0,0.6154700518,0,0.3998488486,0.03968757764,1,0.3863305151,0,0.4727272689,0.5090909004,1,0.3270148933,0.2137019038,0.2899999917,0,true,0.148999989
118,17_05_Pluck_35,Pluck,True,True,True,False,0.7,1.0,1.0,0.3,1,1,0,0.3741694093,0.9992873669,1,0.6380457878,0.8255981207,0,0,2,0,0.6258305907,0,0.4915306568,0.307577759,1,0.6176874042,0,0.4915306568,0.307577759,1,0.6176874042,0.2289663404,0.3299999833,0,true,0.1550000012
119,18_05_Lead_13,Lead,True,False,False,False,0.8,0.0,0.3,0.3,1,0,0,0.3845299482,0.190476194,0.4090722799,0.4790773392,0.6825397015,0,1,0,0,0.6154700518,0.530426681,0.5053377151,0.3359375,1,0.6095587611,0.530426681,0.5053377151,0.3373434544,1,0.6095587611,0.1984375268,0.2800000012,0,true,0.1480000019
120,18_05_Lead_05,Lead,False,False,False,True,0.2,0.4,0.4,0.9,1,0,0,0.3063508272,0.6549663544,0.4600516856,0.6468360424,0.3060030341,0,1,0,0,0.6936491728,0.4915306568,0.6284059286,0.7177782655,1,0.7371788621,0.4391304553,0.5992406607,0.5968256593,1,0.7117366791,0.4833734334,0.5600000024,0,true,0.349999994
121,17_05_808_27,808,True,False,True,True,0.7,0.2,0.8,0.7,0,-3,0,0.3775255084,0.4761904776,0.8649616241,0.6380457878,0.6446324587,0,0,-2,0,0.6224744916,0,0.3998488486,0.5067195296,1,0.3272727132,0,0.4727272689,0.5090909004,1,0.3270148933,0.2289663404,0.3299999833,0,true,0.1550000012
122,17_05_Pluck_23,Pluck,True,False,True,False,0.7,0.2,0.8,0.2,1,1,0,0.3730158806,0.5079365373,0,0.6380457878,0.6746031642,0,0,2,0,0.6258305907,0,0.4910487831,0.2182816863,1,0.5925987363,0,0.4910487831,0.2182816863,1,0.5925987363,0.2594952285,0.3400000036,0,true,0.1569999903
123,18_05_Bass_18,Bass,True,False,True,False,1.0,0.4,0.2,1.0,0,-3,0,0.5,0.6549663544,0.374538064,0.7047610879,0.267878592,0,1,-2,0,0.5,0.5392264724,0.6489471197,0.9395236969,1,0.8254743814,0.5392264724,0.6489471197,0.9395236969,1,0.8254743814,0,0,0,true,0
124,04_05_808_06,808,False,True,False,True,0.1,0.7,0.1,1.0,0,-3,0,0.3107030392,0.7833142281,0,0.6380457878,0.1495069712,0,0,-2,0,0.6892969608,0,0.5637511015,0.5067195296,1,0.7638876438,0,0.5636363626,0.5090909004,1,0.7636363506,0.328125,0.4140625,0,true,0.40625
125,17_05_Pluck_19,Pluck,True,False,False,True,0.8,0.3,0.4,0.6,1,1,0,0.3809762001,0.5634920597,0.4573591948,0.71875,0.7301587462,0,0,2,0,0.6190237999,0,0.5828350186,0.5464286804,1,0.68710953,0,0.5828350186,0.5464286804,1,0.68710953,0.218790099,0.2999999821,0,true,0.1509999931
